title,id,overview,genres,cast,director,writers,production_companies,producers,original_language,vote_count,vote_average,popularity,runtime,release_date
Constantine: City of Demons - The Movie,539517,"A decade after a tragic mistake, family man Chas Chandler and occult detective John Constantine set out to cure his daughter Trish from a mysterious supernatural coma.","Fantasy, Animation, Horror, Action","Rick D. Wasserman, Rachel Kimsey, Laura Bailey, Robin Atkin Downes, Jim Meskimen, Emily O'Brien, Damian O'Hare, Kevin Michael Richardson, Matt Ryan",Doug Murphy,"John Totleben, John Ridgway, Steve Bissette, J. M. DeMatteis, Philip Tan, Jamie Delano, Alan Moore","Warner Bros. Animation, DC Entertainment, Berlanti Productions, Blue Ribbon Content, Phantom Four","Butch Lukic, Marc Guggenheim, Greg Berlanti, Liz Marshall, Sam Register, Sarah Schechter, David S. Goyer",en,557,7.7,27.985,90,2018-10-04
The Incredible Shrinking Man,31682,"A dangerous combination of radiation and insecticide causes the unfortunate Scott Carey to shrink, slowly but surely, until he is only a few inches tall. His home becomes a wilderness where he must survive everything from spiders living in the cellar to his beloved cat.","Science Fiction, Horror, Fantasy","Randy Stuart, Paul Langton, William Schallert, April Kent, Grant Williams, Raymond Bailey, Helene Marshall, Diana Darrin, Billy Curtis, Charles Perry, Frank J. Scannell, Orangey",Jack Arnold,"Richard Alan Simmons, Richard Matheson",Universal International Pictures,Albert Zugsmith,en,459,7.471,10.783,81,1957-02-22
High School of the Dead: Drifters of the Dead,203101,"In their efforts to find a safe haven from the zombie apocalypse, the gang find themselves on a deserted island. Now, they take advantage of the momentary respite to enjoy some surf, sand and bathing suits!","Comedy, Animation, Adventure, Horror","Eri Kitamura, Marina Inoue, Junichi Suwabe, Nobuyuki Hiyama, Miyuki Sawashiro, Yukari Fukui",Tetsuro Araki,Yosuke Kuroda,"AT-X, Madhouse",Mitsutoshi Ogura,ja,448,7.468,11.092,18,2011-04-25
Godzilla Minus One,940721,"Postwar Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.","Science Fiction, Horror, Action","Kuranosuke Sasaki, Sakura Ando, Yuya Endo, Hidetaka Yoshioka, Kisuke Iida, Yuki Yamada, Mio Tanaka, Minami Hamabe, Saki Nakatani, Munetaka Aoki, Ryunosuke Kamiki",Takashi Yamazaki,"Takeo Murata, Ishirō Honda, Takashi Yamazaki","TOHO, TOHO Studios, Robot Communications","Shuji Abe, Hisashi Usui, Kazuaki Kishida, Keiichiro Moriya, Go Abe, Minami Ichikawa, Kenji Yamada",ja,444,7.866,381.745,125,2023-11-03
Bedevilled,59421,"A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out.","Thriller, Crime, Drama, Horror","Park Jeong-hak, Oh Yong, Hwang Geum-hee, Jo Deok-jae, Yoo Soon-chul, Bae Sung-woo, Hwang Min-Ho, Hong Seung-jin, Kim Woo-seok, Chun Young-min, Seo Young-hee, Je Min, Tak Sung-eun, A-in, Jeong Gi-seop, Son Young-soon, Chun In-seo, Baek Su-ryeon",Jang Cheol-soo,Choi Kwan-Yeong,"Filma Pictures, Tori Pictures, Sponge, Finecut","Harry H.W. Kim, Park Kyu-young, Jung Hyun, Han Man-taek, Jang Seok-bin",ko,378,7.2,29.46,115,2010-08-19
Rakka,461955,"A story of broken humanity following the invasion of a technologically superior alien species. Bleak, harrowing, and unrelenting, the humans must find enough courage to go on fighting.","Action, Science Fiction, Horror","Sigourney Weaver, Michael Huff, Brandon Auret, Jay Anstey, Eugene Khumbanyiwa, Robert Hobbs, Carly Pope, Alec Gillis",Neill Blomkamp,"Neill Blomkamp, Thomas Sweterlitsch",Oats Studios,"Mike Blomkamp, Steven St. Arnaud",en,292,7.1,11.99,22,2017-06-14
The Legend of La Llorona,116322,"Based on a famous Mexican legend, a group of kids must stop the ghost of a woman whose guilt over the drowning of her own children leads her to abduct youngsters who wander the woods at night.","Family, Animation, Fantasy, Horror","Mercedes Hernández, Andrés Couturier, Mónica del Carmen, Mayté Cordero, Jesús Guzmán, Rosario Zúñiga, Romina Marroquín, Valeria Russek, Carlos del Campo, Rocío Lara, Humberto Solórzano, Yair Prado, Erick Cañete, Rafael Inclán, Miguel Couturier",Alberto Rodríguez,"Jesús Guzmán, Omar Mustre, Alberto Rodríguez, Ricardo Arnaiz","Ánima Estudios, Eficine 226, Videocine","Fernando de Fuentes, Jose C. Garcia de Letona",es,236,7.831,21.735,81,2011-10-21
Godzilla vs. Destoroyah,12561,"A burning Godzilla, on the verge of meltdown, emerges to lay siege to Hong Kong. At the same time horrifying new organisms are discovered in Japan. These crustacean-like beings are seemingly born of the Oxygen Destroyer, the weapon that killed the original Godzilla.","Action, Science Fiction, Horror","Kenji Ezure, Takuro Tatsumi, Masazumi Nitanda, Yasufumi Hayashi, Daikichi Sugawara, Takami Morioka, Momoko Kôchi, Akira Nakao, Kenpachirō Satsuma, Takehiro Murata, Koichi Ueda, Daisuke Odera, Kenzo Hagiwara, Sayaka Osawa, Akihiko Hirata, Sei Hiraizumi, Kensuke Aoshima, Shelley Sweeney, Yoko Ishino, Seiroku Nakazawa, Satoru Saito, Jun Fujimaki, Takehiko Ono, Motohiro Toriki, Saburo Shinoda, Kouichi Nihei, Ryo Hariya, Megumi Odaka",Takao Okawara,Kazuki Ōmori,Toho Pictures,"Tomoyuki Tanaka, Shogo Tomiyama",ja,220,7.8,22.483,103,1995-12-09
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",36243,"Godzilla has become a distant memory for Japan when the destruction of a US submarine raises alarms for Admiral Tachibana. His estranged daughter Yuri investigates the legend of the guardian monsters, who must rise to protect Japan against the vengeful spirits within Godzilla that seek to destroy both the nation and its people for the suffering they inflicted in the Pacific conflict.","Action, Science Fiction, Horror","Kaho Minami, Toshikazu Fukawa, Masahiko Tsugawa, Shirō Sano, Rie Ôta, Ryo Kase, Ryudo Uzaki, Shingo Katsurayama, Kunio Murai, Hiroyuki Watanabe, Koichi Ueda, Masahiro Kobayashi, Shin'ya Ohwada, Takashi Nishina, Hideyo Amamoto, Chiharu Niiyama, Akira Ohashi, Ai Maeda, Mizuho Yoshida, Aki Maeda",Shusuke Kaneko,"Shusuke Kaneko, Keiichi Hasegawa, Masahiro Yokotani",Toho Pictures,"Hideyuki Honma, Shogo Tomiyama",ja,212,7.4,26.83,105,2001-12-15
La Leyenda de los Chaneques,1150394,"Five years after giving up his powers and separating from his friends, Leo San Juan has started a new life trying to focus on his family and their bakery, staying away from danger and adventures. However, Leo knows that his plans are rarely fulfilled and this time is no exception: while traveling with Nando to Veracruz, things start to get weird, and from the depths of the Tuxtlas jungle, an ancient curse has returned and only Leo can face it.","Animation, Comedy, Family, Horror","Mayté Cordero, Gabriel Basurto, Annie Rojas, Jorge Rafael, Eduardo España, Andrés Couturier, Alejandro Villeli, Benny Emmanuel, Emilio Treviño",Marvick Núñez,David Israel Hernández,Ánima Estudios,"Jose C. Garcia de Letona, Fernando de Fuentes",es,206,8.3,39.985,89,2023-07-14
Doctor Who: The Waters of Mars,281979,"In a Mars base, the inhabitants are being infected by a mysterious water creature which takes over its victims. The Doctor is thrust into the middle of this catastrophe, knowing a larger one is waiting around the corner.","Horror, Science Fiction, Drama, Mystery, Adventure, TV Movie","Max Bollinger, Gemma Chan, David Tennant, Peter O'Brien, Aleksandar Mikic, Paul Kasey, Lindsay Duncan, Anouska Strahnz, Cosima Shaw, Michael Goldsmith, Charles De'Ath, Alan Ruscoe, Lily Bevan, Rachel Fewell, Joplin Sibtain, Sharon Duncan-Brewster, Zofia Strahnz",Graeme Harper,"Phil Ford, Russell T Davies",BBC Cymru Wales,"Nikki Wilson, Russell T Davies, Julie Gardner",en,203,7.86,9.073,62,2009-11-15
The Quiet Family,74336,"A family decides to buy a lodge in a remote hiking area. Their first customer commits suicide and the distraught family buries his body to avoid the bad publicity. But their luck gets worse, the bodies start piling up, and the family becomes frantic to rectify the situation.","Horror, Comedy, Thriller, Crime","Yoo Hyung-gwan, Lee Yoon-seong, Na Moon-hee, Gi Ju-bong, Song Kang-ho, Jung Jae-young, Jang Ga-hyun, Lee Ki-young, Jung Woong-in, Jang In-han, Go Ho-kyung, Park In-hwan, Choi Min-sik, Jo Deok-jae, Ji Soo-won, Choi Cheol-ho",Kim Jee-woon,Kim Jee-woon,Myung Films,Lee Eun,ko,163,7.1,11.666,98,1998-04-25
Little Otik,18939,"When a childless couple learn that they cannot have children, it causes great distress. To ease his wife's pain, the man finds a piece of root in the backyard and chops it and varnishes it into the shape of a child. However the woman takes the root as her baby and starts to pretend that it is real.","Comedy, Horror, Drama, Fantasy","Kristina Adamcová, Jitka Smutná, Jan Hartl, Jan Jiráň, Zdeněk Kozák, Joseph Cahill, Tomáš Hanák, Radek Holub, Arnošt Goldflam, Frantisek Polata, Vaclav Jezek, Gustav Vondráček, Pavel Nový, Jaroslava Kretschmerová, Zdeněk Palusga, Veronika Žilková, Jiří Lábus, Dagmar Stríbrná",Jan Švankmajer,"Karel Jaromír Erben, Jan Švankmajer","ATHANOR, Illuminations Films","Keith Griffiths, Jan Švankmajer, Jaromír Kallista",cs,134,7.06,9.467,132,2001-01-25
Gamera 3: Revenge of Iris,60159,"With the Gyaos re-emerging, Gamera's ties to humanity have been severed with his bond to Asagi broken. Nagamine and Asagi investigate while an orphaned girl named Ayana discovers a new creature she names Iris. Nagamine and Asagi must reach Ayana before she takes her revenge on Gamera, who she blames for the death of her family.","Fantasy, Science Fiction, Horror","Kei Horie, Senri Yamazaki, Hitoshi Kusano, Yukie Nakama, Satoru Saito, Ito Takahiro, Shinobu Nakayama, Kunihiko Mitamura, Rita Kosegawa, Nozomi Ando, Mika Takanishi, Namase Katsuhisa, Katsuko Nishina, Asumi Miwa, Ai Maeda, Yû Koyama, Tamotsu Ishibashi, Toshie Negishi, Aki Maeda, Osamu Shigematsu, Kazuko Kato, Tomoko Kawashima, Hikaru Ijūin, Hiroyuki Watanabe, Ikkei Watanabe, Shinobu Matsumoto, Nanako Kaneko, Akira Ohashi, Hirotaro Honda, Takashi Nishina, Shôji Kôkami, Tsuyoshi Shimada, Masahiko Tsugawa, Ryoko Ozawa, Yukijiro Hotaru, Tomorowo Taguchi, Yūsuke Kawazu, Tarou Oumiya, Aimi Takemura, Nijiko Kiyokawa, Toru Tezuka, Norito Yashima, Ayako Fujitani, Takaya Kamikawa, Kenjirou Ishimaru, Miyuki Komatsu, Hirofumi Fukuzawa, Masahiro Noguchi, Nikki Soraneko",Shusuke Kaneko,"Shusuke Kaneko, Kazunori Ito",Daiei Film,"Yasuyoshi Tokuma, Tsutomu Tsuchikawa, Miyuki Nanri, Naoki Sato",ja,112,7.379,12.997,108,1999-03-06
Gamera 2: Attack of Legion,59480,"A strange meteor lands in Japan and unleashes hundreds of insect-like """"Legion"""" creatures bent on colonizing the Earth. When the military fails to control the situation, Gamera shows up to deal with the ever-evolving space adversary. However the battle may result in Gamera losing his bond with both Asagi and humanity.","Fantasy, Science Fiction, Horror","Yûji Kobayashi, Hiroyuki Okita, Zen Kajihara, Yukio Shirabe, Touta Tawaragi, Kazunori Nobutori, Yasuyoshi Tokuma, Masato Nagamori, Daisuke Negishi, Hatsunori Hasegawa, Akihiro Nakata, Tamotsu Ishibashi, Hiromasa Taguchi, Aki Maeda, LaSalle Ishii, Takeshi Yoro, Tasuku Unou, Bengal, Hiroshi Okochi, Kohei Kawada, Yoshiaki Umegaki, Kazue Tsunogae, Hana Kawadzu, Tomohiko Akayama, Miki Mizuno, Hiroyuki Watanabe, Yoshiyuki Watanabe, Yuko Miwa, Kazunaga Tsuji, Akira Ohashi, Masako Yabumoto, Toshinori Sasaki, Ayako Sekiya, Yukijiro Hotaru, Tomorowo Taguchi, Akiji Kobayashi, Yūsuke Kawazu, Shunsuke Takasugi, Mizuho Yoshida, Yuka Sakano, Miyuki Komatsu, Ayako Fujitani, Toshiyuki Nagashima, Mitsuru Fukikoshi, Yukitomo Tochino",Shusuke Kaneko,Kazunori Ito,"Tokuma International, Nippon Television Network Corporation, Daiei Film","Naoki Sato, Tsutomu Tsuchikawa, Miyuki Nanri",ja,103,7.51,12.155,99,1996-07-12
The Rocky Horror Picture Show,36685,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'. Harriet then spawns in and says hello and the credits roll!","Comedy, Science Fiction, Fantasy, Horror","Anthony Milner, Gina Barrie, Barry Bostwick, Hugh Cecil, Petra Leah, Peter Hinwood, Frank Lester, Hyma Beckley, Stephen Calcutt, Pierre Bedenes, Christopher Biggins, Richard O'Brien, Nell Campbell, Juba Kennerley, Peggy Ledger, Annabel Leventon, Lewis Alexander, Ernest Blyth, Megan Hanks, Jonathan Adams, Lindsay Ingram, John Marquand, Richard Nixon, Susan Sarandon, Gaye Brown, Rufus Collins, Tony Then, Tony Cowan, Fran Fullenwider, Koo Stark, Patricia Quinn, Charles Gray, Hilary Farr, Ishaq Bux, Meat Loaf, Imogen Claire, Sadie Corre, Mark Johnson, Pamela Obermeyer, Henry Woolf, Tim Curry, Kimi Wong, Jeremy Newson, Victor Harrington",Jim Sharman,"Jim Sharman, Richard O'Brien","Michael White Productions, 20th Century Fox","Michael White, Lou Adler",en,2661,7.465,21.679,100,1975-08-14
The Skeleton Dance,88018,"The clock strikes midnight, the bats fly from the belfry, a dog howls at the full moon, and two black cats fight in the cemetery: a perfect time for four skeletons to come out and dance a bit.","Horror, Animation, Family, Music, Comedy","Walt Disney, Carl W. Stalling",Walt Disney,Carl W. Stalling,Walt Disney Productions,Walt Disney,en,252,7.312,10.113,5,1929-08-29
Parasyte: Part 1,282069,"Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.","Science Fiction, Horror, Action, Drama","Shuji Okui, Shota Sometani, Nao Omori, Seiji Hino, Eri Fukatsu, Hirofumi Arai, Tadanobu Asano, Takashi Yamanaka, Yuki Sakurai, Masahiro Higashide, Miko Yoki, Pierre Taki, Kimiko Yo, Mansaku Ikeuchi, Hideto Iwai, Sadawo Abe, Jun Kunimura, Kazuki Kitamura, Ai Hashimoto, Kosuke Toyohara",Takashi Yamazaki,"Takashi Yamazaki, Ryota Kosawa, Hitoshi Iwaaki","dentsu, GYAO, KDDI, Nippon Television Network Corporation, Robot Communications, Shirogumi, TOHO, Yahoo! Japan, Nippan Group Holdings","Akihiro Yamauchi, Shuji Abe, Genki Kawamura, Takahiro Sato, Minami Ichikawa, Yoshio Nakayama, Keiichiro Moriya, Seiji Okuda",ja,249,7.112,37.814,109,2014-11-29
Godzilla vs. Biollante,18289,"After the previous Godzilla attack, a miniature arms race ensues to collect his cells. Concerned over Godzilla's possible return, the Japanese government uses the cells to create a new bio-weapon, ANEB (Anti-Nuclear Energy Bacteria). They seeks the aid of geneticist Genshiro Shiragami, who's experiments result in a new mutation.","Action, Science Fiction, Thriller, Horror","Ryota Yoshimitsu, Toshiyuki Nagashima, Kazuma Matsubara, Kenji Hunt, Kyoka Suzuki, Yasuko Sawaguchi, Iden Yamanral, Tetsu Kawai, Yoshiko Kuga, Megumi Odaka, Koichi Ueda, Robert Corner, Shin Tatsuma, Hiromi Matsukawa, Hirohisa Nakata, Masanobu Takashima, Isao Takeno, Toru Minegishi, Makiyo Kuroiwa, Yoshiko Tanaka, Kurt Cramer, Kosuke Toyohara, Shigeru Shibazaki, Yasunori Yuge, Abdallah Helal, Katsuhiko Sasaki, Manjot Beoi, Derrick Holmes, Kōji Takahashi, Masashi Takegumi, Hiroshi Inoue, Ryūnosuke Kaneda, Koji Yamanaka, Kunihiko Mitamura, Brien Uhl, Beth Blatt, Haruko Sagara, Kenpachirō Satsuma, Demon Kakka, Yoshitaka Kimura, Kenzo Hagiwara",Kazuki Ōmori,"Kazuki Ōmori, Shinichiro Kobayashi, Shinichi Sekizawa",Toho Pictures,"Tomoyuki Tanaka, Shogo Tomiyama",ja,207,7.3,18.626,105,1989-12-16
Parasyte: Part 2,282070,"Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.","Science Fiction, Horror, Action, Drama","Roy Kishima, Masahiro Higashide, Pierre Taki, Jun Kunimura, Shota Sometani, Kimiko Yo, Wataru Ichinose, Ai Hashimoto, Nao Omori, Eri Fukatsu, Sadawo Abe, Hirofumi Arai, Tadanobu Asano, Kazuki Kitamura",Takashi Yamazaki,"Takashi Yamazaki, Ryota Kosawa, Hitoshi Iwaaki","KDDI, GYAO, dentsu","Akihiro Yamauchi, Shuji Abe, Genki Kawamura, Takahiro Sato, Minami Ichikawa, Yoshio Nakayama, Keiichiro Moriya, Seiji Okuda",ja,167,7.1,32.596,117,2015-04-25
Gamera: Guardian of the Universe,54433,"A ship runs aground on a mysterious atoll leading to an investigation by insurance representative Kusanagi, who discovers an ancient bead that he gives to his daughter Asagi. Meanwhile, ornithologist Nagamine investigates reports of a new species of large bird named Gyaos. As the Gyaos begin to attack, an ancient guardian with a bond to Asagi emerges.","Fantasy, Science Fiction, Horror, Action","Yuko Kimura, Izumi Ōgami, Yoshihiko Hakamada, Tsuyoshi Ihara, Shinobu Nakayama, Takateru Manabe, Jun Fubuki, Hatsunori Hasegawa, Jun Suzuki, Kōjirō Hongō, Akira Onodera, Hiroyuki Watanabe, Yumi Kameyama, Kenji Wakabayashi, Nanako Kaneko, Hirotaro Honda, Tomiko Ishii, Yukihito Koga, Tetsu Watanabe, Yôko Ôshima, Yukijiro Hotaru, Masahiko Sakata, Takashi Matsuo, Yuka Sakano, Akemi Nakamura, Minako Nagai, Ayako Fujitani, Akira Kubo, Yutaka Natsuki, Yuichi Mayama",Shusuke Kaneko,Kazunori Ito,"Nippon Television Network Corporation, Daiei Film, Hakuhodo","Tsutomu Tsuchikawa, Hiroyuki Kato, Toshio Hagiwara, Matt Greenfield, Tetsuya Ikeda, Seiji Urushido, Hatsukiko Sawada, Yasuyoshi Tokuma, Shigeru Ohno",ja,132,7.466,13.315,96,1995-03-11
Las Leyendas: El Origen,667276,"When a human baby crosses the Eternal Mirror, the portal between the living and the death opens its path to the beings from the underworld.","Animation, Comedy, Fantasy, Adventure, Family, Horror","Gaby Guzmán, Paola Ramones, Yerary Rodríguez, Daniela Ibáñez, Annie Rojas, Liliana Barba Meinecke, Pedro D'Aguillón, Eduardo Ramírez Pablo, Los Tucanes de Tijuana, Óscar Rangel, Tommy Rojas, Cajafresca, Eduardo España, Oliver Díaz Barba, German Fabregat, Emiliano Ugarte, Bruno Bichir, Yolanda Ventura, José Luis Orozco, Luna Arjona, Verania Ortiz, Mayté Cordero, Mauricio Pérez, Alex Casas, Itzíhuappe Escalera, Rubén Moya",Ricardo Arnaiz,Ángel Pulido,"Ánima Estudios, Top Draw Animation","Jose C. Garcia de Letona, Fernando de Fuentes",es,239,8.2,17.15,90,2021-02-15
